,,,,,,
DISTRITOS - CONCELHOS - FREGUESIAS - LUGARES - ORAGOS ,,,,,,
Produzido por Genealogiafb.blogspot.pt,,,,,,
,,,,,,
Distrito,Concelho,Freguesia,Lugares (Census 2011),Orago da Freguesia,Notas sobre a Freguesia,
Viseu,Penalva do Castelo,Ínsua,Sereia/Calvário,São Genésio,,
Viseu,Penalva do Castelo,Lusinde / Luzinde,Arvoredo,Nossa Senhora da Assunção,,
Viseu,Penalva do Castelo,Lusinde / Luzinde,Lusinde,Nossa Senhora da Assunção,,
Viseu,Penalva do Castelo,Lusinde / Luzinde,Lusindinho,Nossa Senhora da Assunção,,
Viseu,Penalva do Castelo,Mareco,Mareco,São Domingos,,
Viseu,Penalva do Castelo,Matela,Matela,São Nicolau,,
Viseu,Penalva do Castelo,Matela,Moradia,São Nicolau,,
Viseu,Penalva do Castelo,Pindo,Aldeia de Casal Diz,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Casal Diz,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Corga,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Correndinha,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Encoberta,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Moinhos de Pepim,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Oliveira,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Pindo de Baixo,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Pindo de Cima,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Ponte Nova,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Quinta da Regada da Pedra,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Quinta da Silva,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Quinta da Vinha,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Quinta do Paúl,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Roriz,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Santa Eulália,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Senhora da Ribeira,São Martinho,,
Viseu,Penalva do Castelo,Pindo,Vila Garcia,São Martinho,,
Viseu,Penalva do Castelo,Real,Real,São Paulo,,
Viseu,Penalva do Castelo,Real,Ribeira,São Paulo,,
Viseu,Penalva do Castelo,Sezures,Boco,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Sezures,Campina,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Sezures,Quinta da Ponte,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Sezures,Sezures,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Sezures,Vacaria,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Sezures,Vale Amoso,Nossa Senhora da Graça,,
Viseu,Penalva do Castelo,Trancozelos,Lisei,São Salvador,,
Viseu,Penalva do Castelo,Trancozelos,Marinha,São Salvador,,
Viseu,Penalva do Castelo,Trancozelos,Trancozelinhos,São Salvador,,
Viseu,Penalva do Castelo,Trancozelos,Trancozelos,São Salvador,,
Viseu,Penalva do Castelo,Vila Cova do Covelo,Vila Cova do Covelo,Nossa Senhora da Esperança,,
Viseu,Penedono,Antas,Antas,São Miguel,,
Viseu,Penedono,Beselga,Beselga,Santa Cruz,,
Viseu,Penedono,Castainço,Castainço,São Sebastião,,
Viseu,Penedono,Granja,Granja,São Sebastião,,
Viseu,Penedono,Ourozinho,Ourozinho,Nossa Senhora da Assunção / São Tiago,"O orago foi N. Sra. da Assunção, e presentemente é São Tiago",
Viseu,Penedono,Ourozinho,Telhal,Nossa Senhora da Assunção / São Tiago,"O orago foi N. Sra. da Assunção, e presentemente é São Tiago",
Viseu,Penedono,Penedono,A-do-Bispo,São Pedro,,
Viseu,Penedono,Penedono,Ferronha,São Pedro,,
Viseu,Penedono,Penedono,Penedono,São Pedro,,
Viseu,Penedono,Penela da Beira,Britelo,Nossa Senhora do Pranto,,
Viseu,Penedono,Penela da Beira,Penela da Beira,Nossa Senhora do Pranto,,
Viseu,Penedono,Póvoa de Penela,Bebezes,Santa Margarida,,
Viseu,Penedono,Póvoa de Penela,Ferrado,Santa Margarida,,
Viseu,Penedono,Póvoa de Penela,Póvoa de Penela,Santa Margarida,,
Viseu,Penedono,Souto,Arcas,São Pedro,,
Viseu,Penedono,Souto,Mozinhos,São Pedro,,
Viseu,Penedono,Souto,Risca,São Pedro,,
Viseu,Penedono,Souto,Souto,São Pedro,,
Viseu,Penedono,Souto,Trancosã,São Pedro,,
Viseu,Resende,Anreade,Anho Bom,São Miguel,,
Viseu,Resende,Anreade,Anreade/Adega,São Miguel,,
Viseu,Resende,Anreade,Areeiro,São Miguel,,
Viseu,Resende,Anreade,Bairral,São Miguel,,
Viseu,Resende,Anreade,Barra,São Miguel,,
Viseu,Resende,Anreade,Caldas de Aregos,São Miguel,,
Viseu,Resende,Anreade,Granja,São Miguel,,
Viseu,Resende,Anreade,Igreja,São Miguel,,
Viseu,Resende,Anreade,Mercê,São Miguel,,
Viseu,Resende,Anreade,Monte Pó,São Miguel,,
Viseu,Resende,Anreade,Mosteirô,São Miguel,,
Viseu,Resende,Anreade,Palma,São Miguel,,
Viseu,Resende,Anreade,Pousada,São Miguel,,
Viseu,Resende,Anreade,Vila Nova,São Miguel,,
Viseu,Resende,Barrô,Barco,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Bernardo,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Cetos,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Convento,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Crucial,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Fraga,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Fundo da Vila,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Moinhos,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Outeirinho,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Outeiro,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Pardelhas,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Portejães,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Pousadouro,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Ribeira de São Gonçalo,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Ribeiral,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,São Domingos,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,São João da Seara,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Turgal,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Vales,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Valonguinho,Nossa Senhora da Assunção,,
Viseu,Resende,Barrô,Vilarinho,Nossa Senhora da Assunção,,
Viseu,Resende,Cárquere,Arrifana,Santa Maria,,
Viseu,Resende,Cárquere,Beba,Santa Maria,,
Viseu,Resende,Cárquere,Canizes,Santa Maria,,
Viseu,Resende,Cárquere,Cerradinho,Santa Maria,,
Viseu,Resende,Cárquere,Codeceira,Santa Maria,,
Viseu,Resende,Cárquere,Corvo,Santa Maria,,
Viseu,Resende,Cárquere,Costa de Frade,Santa Maria,,
Viseu,Resende,Cárquere,Granja,Santa Maria,,
Viseu,Resende,Cárquere,Passos,Santa Maria,,
Viseu,Resende,Cárquere,Ponte de Carcavelos,Santa Maria,,
Viseu,Resende,Cárquere,Rendol,Santa Maria,,
Viseu,Resende,Cárquere,Sequeiros,Santa Maria,,
Viseu,Resende,Cárquere,Torre de Beba,Santa Maria,,
Viseu,Resende,Cárquere,Tulhas,Santa Maria,,
Viseu,Resende,Feirão,Feirão,Santa Luzia,,
Viseu,Resende,Felgueiras,Beirós,São João Baptista,,
Viseu,Resende,Felgueiras,Felgueiras,São João Baptista,,
Viseu,Resende,Felgueiras,Ferrós,São João Baptista,,
Viseu,Resende,Felgueiras,Pimeirol,São João Baptista,,
Viseu,Resende,Freigil,Cabeço,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Freigil,Freigil,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Freigil,Nogueiró,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Freigil,Outeiro,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Freigil,Vigião,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Freigil,Vinhais,Nossa Senhora da Purificação / Santa Maria,,
Viseu,Resende,Miomães,Caldas de Aregos,São João Baptista,,
Viseu,Resende,Miomães,Calvinho,São João Baptista,,
Viseu,Resende,Miomães,Cutelo,São João Baptista,,
Viseu,Resende,Miomães,Leira Grande,São João Baptista,,
Viseu,Resende,Miomães,Louredo,São João Baptista,,
Viseu,Resende,Miomães,Rua,São João Baptista,,
Viseu,Resende,Ovadas,Granja,São Pelágio,,
Viseu,Resende,Ovadas,Mariares,São Pelágio,,
Viseu,Resende,Ovadas,Ovadas de Baixo,São Pelágio,,
Viseu,Resende,Ovadas,Ovadas de Cima,São Pelágio,,
Viseu,Resende,Ovadas,Panchorrinha,São Pelágio,,
Viseu,Resende,Ovadas,Rossas,São Pelágio,,
Viseu,Resende,Ovadas,Serro,São Pelágio,,
Viseu,Resende,Ovadas,Vila Pouca,São Pelágio,,
Viseu,Resende,Panchorra,Panchorra,São Lourenço,,
Viseu,Resende,Panchorra,Talhada,São Lourenço,,
Viseu,Resende,Paus,Córdova,São Pedro,,
Viseu,Resende,Paus,Fazamões,São Pedro,,
Viseu,Resende,Paus,Ferreirós,São Pedro,,
Viseu,Resende,Paus,Fornelo,São Pedro,,
Viseu,Resende,Paus,Lajes,São Pedro,,
Viseu,Resende,Paus,Moumis,São Pedro,,
Viseu,Resende,Paus,Paredinhas,São Pedro,,
Viseu,Resende,Paus,Póvoa,São Pedro,,
Viseu,Resende,Paus,Quintãs,São Pedro,,
Viseu,Resende,Paus,São Pedro do Souto,São Pedro,,
Viseu,Resende,Paus,Vale,São Pedro,,
Viseu,Resende,Resende,Arco,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Barcos,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Covelo,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Cutelo,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Enxertado,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Loureirão,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Mirão,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Novais,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Pene,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Pesqueira,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,Resende,Resende,São Salvador / São João Baptista,"O orago foi São Salvador, presentemente é São João Baptista",
Viseu,Resende,São Cipriano,Brejo,São Cipriano,,
Viseu,Resende,São Cipriano,Carril,São Cipriano,,
Viseu,Resende,São Cipriano,Covelinhas,São Cipriano,,
Viseu,Resende,São Cipriano,Galizes,São Cipriano,,
Viseu,Resende,São Cipriano,Lagares,São Cipriano,,
Viseu,Resende,São Cipriano,Lagariça,São Cipriano,,
Viseu,Resende,São Cipriano,Louredo,São Cipriano,,
Viseu,Resende,São Cipriano,Matos,São Cipriano,,
Viseu,Resende,São Cipriano,Nogueira,São Cipriano,,
Viseu,Resende,São Cipriano,Prado,São Cipriano,,
Viseu,Resende,São Cipriano,Torreira,São Cipriano,,
Viseu,Resende,São Cipriano,Torrinha,São Cipriano,,
Viseu,Resende,São João de Fontoura,Areeiro,São João Baptista,,
Viseu,Resende,São João de Fontoura,Bairro de Cima,São João Baptista,,
Viseu,Resende,São João de Fontoura,Castanheiras,São João Baptista,,
Viseu,Resende,São João de Fontoura,Costa do Casal,São João Baptista,,
Viseu,Resende,São João de Fontoura,Covelas,São João Baptista,,
Viseu,Resende,São João de Fontoura,Ferreira,São João Baptista,,
Viseu,Resende,São João de Fontoura,Fonseca,São João Baptista,,
Viseu,Resende,São João de Fontoura,Forjães,São João Baptista,,
Viseu,Resende,São João de Fontoura,Mainca,São João Baptista,,
Viseu,Resende,São João de Fontoura,Massorra,São João Baptista,,
Viseu,Resende,São João de Fontoura,Nadais de Baixo,São João Baptista,,
Viseu,Resende,São João de Fontoura,Ponte da Alufinha,São João Baptista,,
Viseu,Resende,São João de Fontoura,Porto de Rei,São João Baptista,,
Viseu,Resende,São João de Fontoura,Possarro,São João Baptista,,
Viseu,Resende,São João de Fontoura,Quinta do Bairro,São João Baptista,,
Viseu,Resende,São João de Fontoura,Raposeira,São João Baptista,,
Viseu,Resende,São João de Fontoura,Santinho,São João Baptista,,
Viseu,Resende,São João de Fontoura,São João de Fontoura,São João Baptista,,
Viseu,Resende,São João de Fontoura,São Jorge,São João Baptista,,
Viseu,Resende,São João de Fontoura,Senhora da Guia,São João Baptista,,
Viseu,Resende,São Martinho de Mouros,Cantim,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Cardoso,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Casal,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Enxertada,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Guardais,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Mainca,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Mata,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Montinho,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Nogueiras,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Outeiro,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Peneda,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Póvoa de Santa Eulália,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Quintas,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Reconcos,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Santa Eulália,São Martinho,,
Viseu,Resende,São Martinho de Mouros,São Martinho de Mouros,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Silva,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Soenga,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Testamento,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Vale do Pinheiro,São Martinho,,
Viseu,Resende,São Martinho de Mouros,Vila Verde,São Martinho,,
Viseu,Resende,São Romão de Aregos,Aldeia de Cima,São Romão,,
Viseu,Resende,São Romão de Aregos,Bafueiras,São Romão,,
Viseu,Resende,São Romão de Aregos,Capela de Cima,São Romão,,
Viseu,Resende,São Romão de Aregos,Cardainho,São Romão,,
Viseu,Resende,São Romão de Aregos,Casas Novas,São Romão,,
Viseu,Resende,São Romão de Aregos,Igreja,São Romão,,
Viseu,Resende,São Romão de Aregos,Moínhos,São Romão,,
Viseu,Resende,São Romão de Aregos,Paço,São Romão,,
Viseu,Resende,São Romão de Aregos,Paredes,São Romão,,
Viseu,Resende,São Romão de Aregos,São Romão,São Romão,,
Viseu,Resende,São Romão de Aregos,Senhora da Piedade,São Romão,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Casal de Maria,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Casal Vidona,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Colmeosa,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Couto do Mosteiro,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Gestosa,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Gestosinha,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Outeiro,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Pedraires,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Pesseguido,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Portela,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Pregoinho,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Regato da Serra,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Santa Comba Dão,Santa Columba,,
Viseu,Santa Comba Dão,Couto do Mosteiro,Vila de Barba,Santa Columba,,
Viseu,Santa Comba Dão,Nagozela,Nagosela,Nossa Senhora da Conceição,,
Viseu,Santa Comba Dão,Óvoa,Cagido,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Casal das Lameiras,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Chamadouro,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Oveiro,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Óvoa,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Souto,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Vale de Couço,São Martinho,,
Viseu,Santa Comba Dão,Óvoa,Venda do Sebo,São Martinho,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Casal das Lameiras,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Pinheirinho,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Pinheiro de Ázere,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Póvoa dos Mosqueiros,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Rojão Pequeno,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Pinheiro de Ázere,Venda do Sebo,São Miguel Arcanjo,,
Viseu,Santa Comba Dão,Santa Comba Dão,Cabecinha de Rei,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Santa Comba Dão,Coval,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Santa Comba Dão,Fontainhas,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Santa Comba Dão,Santa Comba Dão,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,São Joaninho,Casal Bom,São João Baptista,,
Viseu,Santa Comba Dão,São Joaninho,Pedraires,São João Baptista,,
Viseu,Santa Comba Dão,São Joaninho,Real,São João Baptista,,
Viseu,Santa Comba Dão,São Joaninho,Relvas,São João Baptista,,
Viseu,Santa Comba Dão,São Joaninho,São Joaninho,São João Baptista,,
Viseu,Santa Comba Dão,São Joaninho,Vila Pouca,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Anta,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Cancela,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Casas Novas,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Castelejo,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Cernada,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Guarita,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Póvoa dos Mosqueiros,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,São João de Areias,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,São Miguel,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Silvares,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Vale do Pinheiro,São João Baptista,,
Viseu,Santa Comba Dão,São João de Areias,Vila Dianteira,São João Baptista,,
Viseu,Santa Comba Dão,Treixedo,Granjal,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Treixedo,Póvoa João Dias,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Treixedo,Treixedo,Nossa Senhora da Assunção,,
Viseu,Santa Comba Dão,Vimieiro,Anta,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Bairro da Estação,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Cancela,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Quinta do Seixal,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Rojão Grande,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Vale Vilão,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Venda do Sebo,Santa Cruz,,
Viseu,Santa Comba Dão,Vimieiro,Vimieiro,Santa Cruz,,
Viseu,São João da Pesqueira,Casais do Douro,Casais do Douro,São Sebastião,"Extinta, e integrada em Ervedosa do Douro",
Viseu,São João da Pesqueira,Castanheiro do Sul,Castanheiro do Sul,Nossa Senhora da Assunção,,
Viseu,São João da Pesqueira,Ervedosa do Douro,Casais do Douro,São Vicente,,
Viseu,São João da Pesqueira,Ervedosa do Douro,Ervedosa do Douro,São Vicente,,
Viseu,São João da Pesqueira,Ervedosa do Douro,Sarzedinho,São Vicente,,
Viseu,São João da Pesqueira,Espinhosa,Espinhosa,Nossa Senhora da Conceição,,
Viseu,São João da Pesqueira,Nagozelo do Douro,Nagoselo do Douro,Santa Maria Madalena,,
Viseu,São João da Pesqueira,Paredes da Beira,Paredes da Beira,São Bartolomeu,,
Viseu,São João da Pesqueira,Pereiros,Pereiros,São Salvador,,
Viseu,São João da Pesqueira,Riodades,Riodades,São Miguel Arcanjo,,
Viseu,São João da Pesqueira,Riodades,Vale de Penela,São Miguel Arcanjo,,
Viseu,São João da Pesqueira,São João da Pesqueira,Espinho,"São João Baptista, Santa Maria, São Pedro e São Tiago",,
Viseu,São João da Pesqueira,São João da Pesqueira,São João da Pesqueira,"São João Baptista, Santa Maria, São Pedro e São Tiago",,
Viseu,São João da Pesqueira,Sarzedinho,Sarzedinho,São Salvador,Extinta,
Viseu,São João da Pesqueira,Soutelo do Douro,Soutelo do Douro,Nossa Senhora das Neves,,
Viseu,São João da Pesqueira,Trevões,Trevões,Santa Marinha,,
Viseu,São João da Pesqueira,Vale de Figueira,Olas,Nossa Senhora do Rosário,,
Viseu,São João da Pesqueira,Vale de Figueira,São Xisto,Nossa Senhora do Rosário,,
Viseu,São João da Pesqueira,Vale de Figueira,Vale de Figueira,Nossa Senhora do Rosário,,
Viseu,São João da Pesqueira,Vale de Figueira,Vale de Vila,Nossa Senhora do Rosário,,
Viseu,São João da Pesqueira,Valongo dos Azeites,Valongo dos Azeites,Santa Catarina,,
Viseu,São João da Pesqueira,Várzea de Trevões,Várzea de Trevões,Divino Espírito Santo,,
Viseu,São João da Pesqueira,Vilarouco,Senhora da Estrada,São Bartolomeu,,
Viseu,São João da Pesqueira,Vilarouco,Vidigal,São Bartolomeu,,
Viseu,São João da Pesqueira,Vilarouco,Vilarouco,São Bartolomeu,,
Viseu,São Pedro do Sul,Baiões,Lágea,Santa Eulália,,
Viseu,São Pedro do Sul,Baiões,Outeiro,Santa Eulália,,
Viseu,São Pedro do Sul,Baiões,Quinta Nova,Santa Eulália,,
Viseu,São Pedro do Sul,Baiões,Segadães,Santa Eulália,,
Viseu,São Pedro do Sul,Bordonhos,Bordonhos,São João Baptista,,
Viseu,São Pedro do Sul,Bordonhos,Figueirosa,São João Baptista,,
Viseu,São Pedro do Sul,Bordonhos,Penso,São João Baptista,,
Viseu,São Pedro do Sul,Bordonhos,Vilar,São João Baptista,,
Viseu,São Pedro do Sul,Candal,Candal,Nossa Senhora da Natividade,,
Viseu,São Pedro do Sul,Candal,Coelheira,Nossa Senhora da Natividade,,
Viseu,São Pedro do Sul,Candal,Póvoa das Leiras,Nossa Senhora da Natividade,,
Viseu,São Pedro do Sul,Carvalhais,Abados,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Barbas,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Carvalhais,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Casal da Renda,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Favarrel,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Favarrolinho,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Germinade,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Mota,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Mourel,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Outeiro,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Passos,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Pisão,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Prendedores,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Reguengo,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Ribas,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Sá,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Santa,São Tiago,,
Viseu,São Pedro do Sul,Carvalhais,Torre,São Tiago,,
Viseu,São Pedro do Sul,Covas do Rio,Covas do Monte,São Facundo,,
Viseu,São Pedro do Sul,Covas do Rio,Covas do Rio,São Facundo,,
Viseu,São Pedro do Sul,Covas do Rio,Deilão,São Facundo,,
Viseu,São Pedro do Sul,Covas do Rio,Pena,São Facundo,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Arado,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Cigana,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Fermontelos,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Igreja,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Ladreda,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Laja,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Outeiro,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Paço,São Salvador,,
Viseu,São Pedro do Sul,Figueiredo de Alva,Ucha,São Salvador,,
Viseu,São Pedro do Sul,Manhouce,Bondança,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Bostarenga,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Carregal,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Gestosinho,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Gestoso,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Lageal,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Malfeitoso,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Manhouce,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Muro,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Salgueiro,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Sequeiro,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Sernadinha,São Pedro,,
Viseu,São Pedro do Sul,Manhouce,Vilarinho,São Pedro,,
Viseu,São Pedro do Sul,Pindelo dos Milagres,Pindelo dos Milagres,Nossa Senhora dos Milagres,,
Viseu,São Pedro do Sul,Pindelo dos Milagres,Rio de Mel,Nossa Senhora dos Milagres,,
Viseu,São Pedro do Sul,Pinho,Amieiros,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Moldes,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Mosteirinho,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Passos,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Pinho,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Pinhosão,São João Baptista,,
Viseu,São Pedro do Sul,Pinho,Sobral,São João Baptista,,
Viseu,São Pedro do Sul,Santa Cruz da Trapa,Burgueta,São Mamede,,
Viseu,São Pedro do Sul,Santa Cruz da Trapa,Calvário,São Mamede,,
Viseu,São Pedro do Sul,Santa Cruz da Trapa,Chamisseira,São Mamede,,
